Signal, Attention, Meditation, Delta, Theta, low Alpha, high Alpha, low Beta, high Beta, low Gamma, high Gamma
0.0, 36.0, 46.75, 9.483139729127288, 2.0418723579496145, 0.38822763599455357, 0.6010057404637337, 0.33421674743294716, 0.153400469571352, 0.09702052921056747, 0.023166649043560028
0.0, 31.75, 54.25, 13.478565961122513, 2.3780507035553455, 0.7744529284536839, 0.8634640835225582, 0.3688328433781862, 0.22064195945858955, 0.12354576028883457, 0.038015423342585564
0.0, 33.5, 55.75, 14.185748295858502, 2.4028413463383913, 0.7424270734190941, 0.6178859621286392, 0.3487046342343092, 0.2329645212739706, 0.1262873411178589, 0.11898810043931007
0.0, 37.25, 50.5, 12.527953367680311, 2.547440817579627, 0.7599825039505959, 0.6607850082218647, 0.4989444278180599, 0.2587446942925453, 0.15433179214596748, 0.11948286555707455
0.0, 46.25, 43.75, 7.668655598536134, 2.1782179828733206, 0.6011163350194693, 0.6182643119245768, 0.4504341632127762, 0.2979359123855829, 0.18874416127800941, 0.1311942469328642
0.0, 58.0, 32.25, 3.178737824782729, 1.0904332157224417, 0.19127619452774525, 0.347610330209136, 0.3840366844087839, 0.29723159968852997, 0.1718173734843731, 0.14693941920995712
0.0, 67.75, 20.75, 3.3482618164271116, 1.334270928055048, 0.15699188224971294, 0.3298104275017977, 0.6223563104867935, 0.3151420969516039, 0.16676494851708412, 0.07790513336658478
0.0, 76.25, 14.0, 4.360650200396776, 1.5549012459814548, 0.28750509954988956, 0.30886149033904076, 0.5907728336751461, 0.3275752533227205, 0.17686979845166206, 0.08827773854136467
0.0, 81.5, 20.25, 3.9693491999059916, 1.1346535757184029, 0.2965622115880251, 0.3297405783087015, 0.5514652002602816, 0.25630579330027103, 0.14795223250985146, 0.09611248970031738
0.0, 79.25, 28.5, 3.544421633705497, 1.0733434464782476, 0.34788972698152065, 0.274099875241518, 0.5439389497041702, 0.21029263734817505, 0.1703971065580845, 0.08238712325692177
0.0, 79.25, 47.0, 2.2882129997015, 0.7342547178268433, 0.42735482566058636, 0.293488847091794, 0.37854770198464394, 0.2260901965200901, 0.27223723009228706, 0.07821363396942616
0.0, 84.75, 62.5, 0.881456071510911, 0.3167253453284502, 0.29669608920812607, 0.1983193214982748, 0.30825030989944935, 0.24431501515209675, 0.28322101570665836, 0.10416842997074127
0.0, 85.25, 66.5, 5.947297904640436, 0.5120469722896814, 0.5007372237741947, 0.19675935618579388, 0.3540131729096174, 0.24352921172976494, 0.2905493602156639, 0.09198556654155254
0.0, 82.25, 63.75, 8.738541509956121, 1.5541620086878538, 0.5709240213036537, 0.209116842597723, 0.3533496055752039, 0.2634245902299881, 0.35018310882151127, 0.10407529771327972
0.0, 72.5, 51.5, 11.440535308793187, 2.017320366576314, 0.5367561243474483, 0.23646862246096134, 0.279454980045557, 0.23051979951560497, 0.2537621185183525, 0.10974472388625145
0.0, 54.0, 40.5, 14.042109251022339, 2.4458568077534437, 0.55919517762959, 0.2948450855910778, 0.3022665623575449, 0.25734188966453075, 0.2339482307434082, 0.07717171683907509
0.0, 40.75, 29.75, 9.187456453219056, 2.6661669835448265, 0.6875838153064251, 0.31483941711485386, 0.3513297997415066, 0.30828523449599743, 0.25562476366758347, 0.07339403964579105
0.0, 37.5, 28.25, 6.90651941113174, 1.7208163626492023, 0.6000162102282047, 0.37322170101106167, 0.4804984200745821, 0.3483786713331938, 0.14874967746436596, 0.05861511453986168
0.0, 41.5, 33.75, 7.376173743978143, 1.3597658835351467, 0.6410409696400166, 0.341970007866621, 0.39923470467329025, 0.368745531886816, 0.1353910192847252, 0.05132751539349556
0.0, 46.75, 38.25, 4.900438943877816, 1.398363383486867, 0.6538699381053448, 0.272202305495739, 0.35253469832241535, 0.2886576112359762, 0.11035590432584286, 0.05202600732445717
0.0, 51.0, 38.75, 4.692247603088617, 1.297774724662304, 0.34928671084344387, 0.209553400054574, 0.29657967388629913, 0.24320906959474087, 0.07925555109977722, 0.04450557753443718
0.0, 48.5, 35.25, 4.723097663372755, 1.342815812677145, 0.3803346771746874, 0.11271913535892963, 0.14732941053807735, 0.19058934412896633, 0.07833587005734444, 0.048102810978889465
0.0, 40.0, 24.25, 2.716301241889596, 1.907366095110774, 0.33537507988512516, 0.14925608411431313, 0.18615974113345146, 0.16040285117924213, 0.08434872142970562, 0.054016709327697754
0.0, 35.0, 16.5, 7.4437877628952265, 2.069055335596204, 0.3866385668516159, 0.18793507479131222, 0.28006616048514843, 0.18187565729022026, 0.11543743312358856, 0.05986657924950123
0.0, 30.75, 17.5, 11.457910295575857, 2.316199243068695, 0.6758607923984528, 0.19900617189705372, 0.29644579626619816, 0.26912312023341656, 0.17766724340617657, 0.06536138243973255
0.0, 28.25, 15.0, 12.01884588226676, 2.5144254323095083, 0.5735491868108511, 0.2557644620537758, 0.2996239345520735, 0.2921442501246929, 0.23047905415296555, 0.057514989748597145
0.0, 34.5, 19.0, 11.112564243376255, 1.8472142983227968, 0.50188391469419, 0.25579938665032387, 0.2764980308711529, 0.3319175448268652, 0.22553140297532082, 0.059354351833462715
0.0, 39.5, 19.75, 12.846640311181545, 3.059784648939967, 0.5632173269987106, 0.28247013688087463, 0.17141574062407017, 0.3649969585239887, 0.2604618202894926, 0.06441841833293438
0.0, 45.5, 14.75, 11.318211909383535, 2.69691227003932, 0.28958311304450035, 0.27992064133286476, 0.2002983819693327, 0.3466848284006119, 0.22795284166932106, 0.08420320227742195
0.0, 50.75, 15.5, 10.351830860599875, 2.5646353606134653, 0.2843444235622883, 0.3307941369712353, 0.22478634491562843, 0.31831441447138786, 0.18000719137489796, 0.08728238753974438
0.0, 45.25, 10.0, 11.932634515687823, 4.139909287914634, 0.3641005605459213, 0.37110294215381145, 0.2971966750919819, 0.30834926292300224, 0.21694577299058437, 0.09791692718863487
0.0, 41.0, 12.0, 6.3704384956508875, 2.491456689313054, 0.2986285835504532, 0.3939378075301647, 0.31985691748559475, 0.2480810508131981, 0.1596403308212757, 0.09190407581627369
0.0, 30.75, 16.25, 4.698045086115599, 2.5109737180173397, 0.2899731043726206, 0.36054407246410847, 0.24655601009726524, 0.1502980012446642, 0.12187520042061806, 0.06200280040502548
0.0, 23.0, 14.25, 6.205408135429025, 2.821575617417693, 0.29621878638863564, 0.31369272619485855, 0.26765046641230583, 0.23187603801488876, 0.1742970198392868, 0.07622875273227692
0.0, 22.5, 20.0, 5.523895379155874, 1.6376259736716747, 0.364531297236681, 0.24232431314885616, 0.1976208295673132, 0.22803433239459991, 0.15993136912584305, 0.08531496860086918
0.0, 22.5, 15.0, 8.80484003573656, 1.8012302462011576, 0.2752523869276047, 0.2042856067419052, 0.17761485651135445, 0.23856409825384617, 0.13868557289242744, 0.08047209121286869
0.0, 29.25, 13.25, 9.793945355340838, 1.7084472347050905, 0.3703637048602104, 0.21666637621819973, 0.26512425392866135, 0.2564862370491028, 0.15639816410839558, 0.0873347744345665
0.0, 34.25, 23.25, 9.023788152262568, 1.3531011063605547, 0.6032816600054502, 0.2097745891660452, 0.26055495254695415, 0.24130567908287048, 0.09534414857625961, 0.07170019671320915
0.0, 40.75, 31.5, 7.717160042375326, 0.8746457751840353, 0.5330774001777172, 0.1685810275375843, 0.252813333645463, 0.24283654056489468, 0.07477356120944023, 0.04445319063961506
0.0, 50.75, 51.5, 3.3287040423601866, 0.5148351192474365, 0.5683978088200092, 0.19354629330337048, 0.26825000531971455, 0.27385540306568146, 0.08993665687739849, 0.05369656719267368
0.0, 59.25, 68.0, 2.049247268587351, 0.513601116836071, 0.49963127821683884, 0.21095038391649723, 0.18826103769242764, 0.27423957362771034, 0.07547205314040184, 0.04641478881239891
0.0, 66.75, 80.0, 1.4311459381133318, 0.28611975722014904, 0.35993289202451706, 0.18281280063092709, 0.12131058610975742, 0.1941109076142311, 0.07168855518102646, 0.050460221245884895
0.0, 70.0, 89.0, 1.4303077477961779, 0.27397763915359974, 0.29694056138396263, 0.20185252651572227, 0.12761447578668594, 0.15274272300302982, 0.06767804734408855, 0.05995389074087143
0.0, 68.25, 85.25, 1.5630561392754316, 0.4186178557574749, 0.2701766788959503, 0.14788820408284664, 0.09398791007697582, 0.1519802026450634, 0.055425334721803665, 0.05654292181134224
0.0, 68.5, 81.0, 1.0011543054133654, 0.3363238647580147, 0.2624874468892813, 0.12507662177085876, 0.14810939319431782, 0.174669548869133, 0.05481415428221226, 0.06118789315223694
0.0, 70.5, 69.5, 0.7292255759239197, 0.35078846849501133, 0.17202692106366158, 0.12230593711137772, 0.15032710507512093, 0.17089187167584896, 0.05245092324912548, 0.04994799382984638
0.0, 72.75, 58.75, 0.5956273525953293, 0.38319267332553864, 0.18948339857161045, 0.11808588169515133, 0.14257966540753841, 0.17085112631320953, 0.06912741810083389, 0.04272442311048508
0.0, 72.0, 54.0, 0.9925337508320808, 0.5825422704219818, 0.2184184268116951, 0.14059478417038918, 0.1492910087108612, 0.13969838619232178, 0.09387149475514889, 0.04968605935573578
0.0, 67.5, 52.5, 1.0579940862953663, 0.5542649887502193, 0.18339487724006176, 0.18408172763884068, 0.09948271326720715, 0.12504169717431068, 0.09296927601099014, 0.0568863470107317
0.0, 62.25, 55.25, 1.0616553481668234, 0.5476642400026321, 0.20568259060382843, 0.19053113646805286, 0.13748649507761002, 0.12897653505206108, 0.09390059858560562, 0.059820013120770454
0.0, 58.5, 56.75, 1.1266674846410751, 0.6464251782745123, 0.22784806787967682, 0.19875005818903446, 0.14136312529444695, 0.15337718650698662, 0.06746849976480007, 0.052066752687096596
0.0, 65.25, 59.5, 0.6014248356223106, 0.2942455466836691, 0.16805133782327175, 0.1789536327123642, 0.1579697709530592, 0.16479752957820892, 0.055588316172361374, 0.03664754331111908
0.0, 67.5, 54.75, 2.071948256343603, 0.3791938070207834, 0.16122939996421337, 0.11873198673129082, 0.1440232153981924, 0.12938398867845535, 0.0463391188532114, 0.022957101464271545
0.0, 65.0, 42.75, 11.887133587151766, 3.5355857107788324, 0.36541023291647434, 0.14289980754256248, 0.29696966521441936, 0.2452172338962555, 0.18973369151353836, 0.03709574230015278
0.0, 59.5, 29.0, 21.760870004072785, 3.7331075873225927, 0.3235589247196913, 0.11873780749738216, 0.31761592254042625, 0.22249296307563782, 0.25959452614188194, 0.041601015254855156
0.0, 43.0, 15.5, 25.657162768766284, 3.8032943848520517, 0.38155121728777885, 0.1267238985747099, 0.31153904274106026, 0.21613668650388718, 0.269315205514431, 0.043015461415052414
0.0, 32.5, 8.5, 24.323264369741082, 3.899674629792571, 0.4058412741869688, 0.1393898855894804, 0.30796509236097336, 0.2273358404636383, 0.2884538844227791, 0.0550935510545969
0.0, 26.75, 12.5, 15.322893159464002, 1.164269633591175, 0.26834895834326744, 0.11936645023524761, 0.12596719898283482, 0.10551302693784237, 0.15781261026859283, 0.03662426024675369
0.0, 23.25, 25.0, 8.306826930493116, 1.1690601240843534, 0.5350797437131405, 0.14857505448162556, 0.20240549929440022, 0.123586505651474, 0.17086276784539223, 0.07690396159887314
0.0, 20.75, 32.0, 13.788597425445914, 2.107449108734727, 0.622111838310957, 0.2011947799474001, 0.3352179192006588, 0.14304532669484615, 0.16908743418753147, 0.0953557901084423
0.0, 16.5, 35.5, 23.694924311712384, 6.545096402987838, 1.2432981748133898, 0.4438450559973717, 0.5827285349369049, 0.3666908014565706, 0.510714016854763, 0.17589773051440716
0.0, 13.75, 32.5, 26.43020125105977, 6.325391586869955, 1.1584837920963764, 0.41451421566307545, 0.5630485247820616, 0.3646069671958685, 0.49857189878821373, 0.18140417523682117
0.0, 11.75, 20.0, 26.922259712591767, 6.837933324277401, 0.9121489711105824, 0.4202767740935087, 0.48305955715477467, 0.4034372977912426, 0.4675355739891529, 0.16113044694066048
0.0, 12.25, 13.0, 28.65094575099647, 12.702454114332795, 3.3122138120234013, 1.0593677870929241, 0.4788395017385483, 0.6702262908220291, 0.5738867912441492, 0.26410561986267567
0.0, 15.75, 12.0, 24.62394186295569, 8.376158075407147, 2.8192473109811544, 0.8868984878063202, 0.27629430405795574, 0.48470101319253445, 0.26105553843081, 0.20608422346413136
0.0, 17.5, 16.25, 21.878723055124283, 8.276273729279637, 2.841564128175378, 0.8760718628764153, 0.27883797883987427, 0.47793728299438953, 0.25625922717154026, 0.20653242245316505
0.0, 18.5, 32.75, 30.11454246006906, 7.722689770162106, 3.394664963707328, 0.9820971172302961, 0.3644323442131281, 0.47608627937734127, 0.2531101927161217, 0.19468716345727444
0.0, 21.0, 46.25, 29.924861155450344, 4.785723285749555, 1.82228977791965, 0.5578331183642149, 0.7390743121504784, 0.3776862286031246, 0.4419067408889532, 0.26723137125372887
0.0, 19.25, 52.5, 28.684985591098666, 6.304937414824963, 1.9078084733337164, 0.6449408829212189, 0.7735914550721645, 0.4230998456478119, 0.4603120032697916, 0.24334294721484184
0.0, 18.5, 53.5, 37.107872776687145, 12.501317542046309, 2.5244487915188074, 1.1758995242416859, 1.5018449630588293, 1.01880868896842, 0.9326322469860315, 0.4087574779987335
0.0, 16.75, 42.0, 25.624653790146112, 12.46047904714942, 2.0297069568187, 1.0622839909046888, 1.3873970601707697, 0.9628012776374817, 0.8982315193861723, 0.3972207196056843
0.0, 17.75, 30.75, 16.198359662666917, 8.794356836006045, 1.1043506674468517, 0.7826369255781174, 0.8882256224751472, 0.8073286153376102, 0.6176356691867113, 0.20267325453460217
0.0, 20.75, 25.5, 13.476464664563537, 8.443789556622505, 1.5159545000642538, 0.8941045962274075, 0.9315437637269497, 0.7909548003226519, 0.6333400961011648, 0.22200983949005604
0.0, 24.0, 26.75, 7.644580909982324, 2.245878567919135, 0.9510666131973267, 0.3873079549521208, 0.2821558155119419, 0.2208107616752386, 0.1788430381566286, 0.05150213837623596
0.0, 30.0, 34.75, 18.045975593850017, 2.423301339149475, 1.446256646886468, 0.39809965528547764, 0.40167360566556454, 0.2834771294146776, 0.2691522240638733, 0.07057096809148788
0.0, 30.0, 47.25, 26.063370751217008, 3.569619730114937, 2.1585437934845686, 0.6725022103637457, 0.7301277946680784, 0.41282037273049355, 0.44583575800061226, 0.30630617402493954
0.0, 32.0, 56.25, 26.845477987080812, 2.329610288143158, 1.5697325579822063, 0.43740146793425083, 0.6203074008226395, 0.3519293386489153, 0.37847203202545643, 0.28216163627803326
0.0, 28.75, 57.25, 37.185626570135355, 10.350527008995414, 1.8413469661027193, 1.1446012649685144, 0.9305891580879688, 0.6307498551905155, 0.6238988135010004, 0.43014297261834145
0.0, 22.25, 52.5, 28.80027168430388, 10.168628068640828, 1.2941425666213036, 1.14907743409276, 0.82431361079216, 0.559177715331316, 0.5215464625507593, 0.41641760617494583
0.0, 18.25, 42.0, 29.271910898387432, 9.765475988388062, 0.6237998604774475, 1.1133612133562565, 0.5552486982196569, 0.45939814299345016, 0.3464752808213234, 0.2390530426055193
0.0, 12.25, 30.25, 29.969215393066406, 11.284410720691085, 0.7081020157784224, 1.340347807854414, 0.7301627192646265, 0.5527923349291086, 0.3821682184934616, 0.2599728759378195
0.0, 8.75, 23.75, 21.82234893552959, 9.812175994738936, 1.4022691175341606, 0.9226263500750065, 0.7071532309055328, 0.3943685442209244, 0.3308115992695093, 0.27986825443804264
0.0, 6.75, 18.5, 21.350476890802383, 11.012062896043062, 1.375970896333456, 1.0912306606769562, 0.7826543878763914, 0.4568253643810749, 0.3999099135398865, 0.3033783286809921
0.0, 4.25, 15.25, 17.57167628966272, 11.242704931646585, 1.5946861822158098, 0.9446404874324799, 0.8693488780409098, 0.42430474422872066, 0.4004745278507471, 0.3264984115958214
0.0, 2.0, 13.25, 17.736421432346106, 9.607855463400483, 1.4492834452539682, 0.6724556442350149, 0.7098773494362831, 0.3196415491402149, 0.36014243960380554, 0.30699302442371845
0.0, 3.0, 11.25, 22.852374240756035, 5.153939127922058, 0.9003502782434225, 0.5275476723909378, 0.3758003003895283, 0.27224887162446976, 0.19347062334418297, 0.1817301381379366
0.0, 2.5, 12.25, 24.416297674179077, 5.537807010114193, 1.2601609341800213, 0.40373997762799263, 0.44420594349503517, 0.2245826181024313, 0.16142730601131916, 0.17356942407786846
0.0, 2.5, 19.75, 27.50056446529925, 4.810228710994124, 1.6863748896867037, 0.692182220518589, 0.33706892281770706, 0.22696913219988346, 0.1724401954561472, 0.13176468200981617
0.0, 4.0, 30.25, 34.485518699511886, 4.984886618331075, 1.6938138287514448, 0.7919617928564548, 0.35607372410595417, 0.27872156351804733, 0.24840119294822216, 0.14406396076083183
0.0, 5.0, 38.75, 34.295517252758145, 9.489181684330106, 1.3117329217493534, 2.1335261408239603, 0.6562215276062489, 0.5263020284473896, 0.4903471563011408, 0.17399434000253677
0.0, 14.0, 47.0, 34.29690841585398, 7.793557597324252, 0.9199546184390783, 2.114369999617338, 0.5638226866722107, 0.5438807420432568, 0.5086068995296955, 0.20439038053154945
0.0, 25.75, 45.25, 25.479606119915843, 7.41475960239768, 0.271195312961936, 1.7499784007668495, 0.5488982424139977, 0.5203764885663986, 0.4928908310830593, 0.19581057131290436
0.0, 36.75, 43.0, 15.123514458537102, 7.216952508315444, 0.38761645555496216, 1.665344461798668, 0.6232061423361301, 0.5120702553540468, 0.4365108907222748, 0.18876162357628345
0.0, 51.25, 42.0, 4.736526170745492, 0.6466347258538008, 0.26546185836195946, 0.21014129742980003, 0.3100896719843149, 0.22234744392335415, 0.17372658476233482, 0.11784723028540611
0.0, 61.5, 36.25, 1.3844110071659088, 0.5365174729377031, 0.2649321686476469, 0.13342942111194134, 0.36607380025088787, 0.2160784788429737, 0.14791730791330338, 0.08192728273570538
0.0, 69.75, 36.25, 0.8649425581097603, 0.4387402441352606, 0.22542662918567657, 0.11933152563869953, 0.34299446269869804, 0.20078150555491447, 0.12200907804071903, 0.053655821830034256
0.0, 76.25, 32.0, 1.2774369679391384, 0.6511923857033253, 0.17107813619077206, 0.10861549526453018, 0.2815970219671726, 0.19054277800023556, 0.11889496818184853, 0.05640322342514992
0.0, 79.25, 29.75, 1.2591364793479443, 0.5401030648499727, 0.17728307284414768, 0.08479109965264797, 0.2811197191476822, 0.18107821233570576, 0.09929644875228405, 0.05700858309864998
0.0, 78.5, 35.75, 1.37996394187212, 0.5093752406537533, 0.1884065568447113, 0.08117640390992165, 0.15801051631569862, 0.15274854376912117, 0.06273621693253517, 0.03798631951212883
0.0, 77.0, 37.25, 1.376069849357009, 0.7120135705918074, 0.18402934074401855, 0.09816139936447144, 0.17739948816597462, 0.19971630536019802, 0.06683403626084328, 0.04346366040408611
0.0, 72.0, 37.75, 2.134498208761215, 1.704995520412922, 0.15647965483367443, 0.13309763744473457, 0.12488453648984432, 0.1881679054349661, 0.06133341230452061, 0.057765282690525055
0.0, 63.75, 35.0, 2.3994711227715015, 1.8729479052126408, 0.14667748473584652, 0.21214946173131466, 0.1829001121222973, 0.1867243554443121, 0.11500087566673756, 0.0881438609212637
0.0, 54.25, 26.25, 3.6911049392074347, 3.209454007446766, 0.2478831447660923, 0.3923894837498665, 0.2923188731074333, 0.29884977266192436, 0.15012919902801514, 0.11519878171384335
0.0, 43.0, 21.5, 4.7710665967315435, 3.3372431062161922, 0.33725518733263016, 0.3861146979033947, 0.2574815880507231, 0.29274378903210163, 0.1682317815721035, 0.11853408068418503
0.0, 40.5, 28.5, 3.9422884583473206, 2.201576717197895, 0.5033041816204786, 0.435893889516592, 0.2719927579164505, 0.3030989319086075, 0.18675928004086018, 0.10106014087796211
0.0, 36.0, 35.25, 9.245378896594048, 2.9857619665563107, 0.6433750968426466, 0.43975887820124626, 0.3145425580441952, 0.2937973476946354, 0.18469290807843208, 0.07704365998506546
0.0, 33.5, 43.25, 9.88977262750268, 2.513936487957835, 0.5825073458254337, 0.36932178772985935, 0.28695794753730297, 0.2121785655617714, 0.1959269866347313, 0.09103678166866302
0.0, 31.25, 49.0, 9.25083877518773, 2.481380943208933, 0.5152949597686529, 0.3737339284271002, 0.30411756597459316, 0.17001875676214695, 0.2143962774425745, 0.09487266652286053
0.0, 20.5, 38.0, 11.690391693264246, 3.2026844564825296, 0.2909335307776928, 0.3168883267790079, 0.2999382559210062, 0.1426262315362692, 0.19489671103656292, 0.08352217264473438
0.0, 13.75, 27.5, 10.340410517528653, 4.952732706442475, 0.4780828021466732, 0.3957014996558428, 0.28558424673974514, 0.21060695871710777, 0.17660786397755146, 0.092328991740942
0.0, 9.5, 19.75, 9.037699783220887, 4.279421409592032, 0.4948698915541172, 0.3493682015687227, 0.31842500902712345, 0.20224833860993385, 0.1501757651567459, 0.05934853106737137
0.0, 7.5, 14.0, 8.879287634044886, 4.495476605370641, 0.6377696990966797, 0.3737863153219223, 0.4271743819117546, 0.24759210646152496, 0.1085049007087946, 0.047136563807725906
0.0, 13.25, 25.5, 5.904684076085687, 3.6987883504480124, 0.9337323717772961, 0.3737339284271002, 0.5691428668797016, 0.2670509275048971, 0.10055955499410629, 0.04913308657705784
0.0, 21.75, 34.5, 1.989270094782114, 1.1414638720452785, 0.6010523065924644, 0.18666032701730728, 0.4616042133420706, 0.16590929590165615, 0.0563508365303278, 0.026944326236844063
0.0, 31.25, 37.75, 1.483509549871087, 1.2957025319337845, 0.5463254638016224, 0.15588593669235706, 0.3635475877672434, 0.2759043127298355, 0.06319023668766022, 0.026455381885170937
0.0, 41.25, 41.75, 1.1889904271811247, 0.9202805813401937, 0.43974723666906357, 0.1835229340940714, 0.3202760126441717, 0.26297057047486305, 0.07735798135399818, 0.02959277480840683
0.0, 50.25, 33.5, 1.0929536074399948, 0.9043258614838123, 0.1680688001215458, 0.17005950212478638, 0.1770502422004938, 0.260636443272233, 0.07863272912800312, 0.0370608177036047
0.0, 59.75, 34.5, 0.6257498171180487, 0.85093779489398, 0.22018211893737316, 0.21051964722573757, 0.1776090357452631, 0.3029883373528719, 0.09984360076487064, 0.04225876182317734
0.0, 65.0, 44.5, 0.3251421730965376, 0.534433638677001, 0.2892280463129282, 0.21863961592316628, 0.1615437213331461, 0.1962762326002121, 0.08267234079539776, 0.03959285095334053
0.0, 68.5, 51.75, 1.936155604198575, 0.5944108124822378, 0.2781045623123646, 0.14959950931370258, 0.10203802958130836, 0.18497812561690807, 0.12054224498569965, 0.07398775778710842
0.0, 68.75, 61.0, 1.925008837133646, 0.8297502063214779, 0.24970504455268383, 0.1983193214982748, 0.138208270072937, 0.20586885511875153, 0.12962264008820057, 0.07583876140415668
0.0, 67.5, 64.0, 1.9974075257778168, 0.7421767804771662, 0.23502507247030735, 0.21136365830898285, 0.1845939550548792, 0.22535095922648907, 0.13130484148859978, 0.07674098014831543
0.0, 69.5, 59.75, 2.1480140276253223, 0.7906754035502672, 0.21410523913800716, 0.20459992811083794, 0.20644511096179485, 0.26115449145436287, 0.15503610484302044, 0.08473871275782585
0.0, 74.75, 56.75, 0.5211157258599997, 0.568578252568841, 0.14430261217057705, 0.19865692593157291, 0.2054555807262659, 0.24688197299838066, 0.10623480193316936, 0.057427678257226944
0.0, 78.25, 58.25, 1.6070494893938303, 0.5680543836206198, 0.21865125745534897, 0.2770102582871914, 0.23685861378908157, 0.21819723770022392, 0.10779476724565029, 0.06544869393110275
0.0, 76.75, 63.5, 1.7051701433956623, 0.5340843927115202, 0.3724300768226385, 0.25990884751081467, 0.20354636944830418, 0.17508282326161861, 0.09794021025300026, 0.06961636245250702
0.0, 74.0, 67.5, 1.5681551303714514, 0.5075999069958925, 0.32869866117835045, 0.24471082724630833, 0.2688262611627579, 0.1516076736152172, 0.08103670552372932, 0.06204354576766491
0.0, 64.75, 72.75, 1.603923738002777, 0.6426125764846802, 0.44960761442780495, 0.25736517272889614, 0.24246983230113983, 0.15534460544586182, 0.08890056051313877, 0.05332403816282749
0.0, 62.0, 73.5, 0.5786365363746881, 0.47826324589550495, 0.4039204213768244, 0.20943116396665573, 0.1996872015297413, 0.2107466571033001, 0.10005896911025047, 0.0383064616471529
0.0, 59.25, 65.25, 1.9530183635652065, 0.8151400834321976, 0.3142689820379019, 0.20997831597924232, 0.23110187612473965, 0.19012950360774994, 0.0910717062652111, 0.03227614797651768
0.0, 53.5, 60.5, 2.4636508896946907, 0.8926435839384794, 0.28929789550602436, 0.2407585270702839, 0.1508858986198902, 0.1686683390289545, 0.0792031642049551, 0.02710730768740177
0.0, 54.25, 53.5, 2.545339521020651, 0.8975737728178501, 0.3048568032681942, 0.2461776603013277, 0.1618056558072567, 0.2587039489299059, 0.07498892955482006, 0.033242395147681236
